"","complaintNum","complaintDate","complaintTime","unknownDate","unknownTime","reportedDate","offenseCode","offenseDescription","internalOffenseCode","internalOffenseDescrption","completion","offenseLevel","jurisdiction","borough","precinct","premise","premiseDescrption","parkName","housingDevelopment","x","y","lat","long","NA"
"572",977211483,"06/01/2014",21:02:00,NA,NA,"06/01/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"INSIDE",NA,NA,NA,1008176,249832,40.852381909,-73.913515771,"(40.852381909, -73.913515771)"
"573",558374251,"06/01/2014",17:40:00,NA,NA,"06/01/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"INSIDE",NA,NA,"BOULEVARD",1016887,179406,40.659052795,-73.882369859,"(40.659052795, -73.882369859)"
"574",460558266,"05/30/2014",22:06:00,NA,NA,"05/30/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. TRANSIT POLICE","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1018206,180508,40.662072579,-73.877610324,"(40.662072579, -73.877610324)"
"575",383012999,"05/29/2014",19:32:00,NA,NA,"05/29/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE",NA,NA,NA,1001111,183920,40.671486815,-73.939219036,"(40.671486815, -73.939219036)"
"576",773302091,"05/27/2014",02:29:00,NA,NA,"05/27/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",72,"INSIDE",NA,NA,NA,981854,174268,40.64500992,-74.008635382,"(40.64500992, -74.008635382)"
"577",258650487,"05/26/2014",01:20:00,NA,NA,"05/26/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"OUTSIDE",NA,NA,NA,1052772,185593,40.675829689,-73.752969324,"(40.675829689, -73.752969324)"
"578",357135170,"05/25/2014",06:17:00,NA,NA,"05/25/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,1005435,180852,40.663056548,-73.923641048,"(40.663056548, -73.923641048)"
"579",304656844,"05/25/2014",03:27:00,NA,NA,"05/25/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE",NA,NA,NA,1007121,248658,40.849162424,-73.917333299,"(40.849162424, -73.917333299)"
"580",798532064,"05/23/2014",00:08:00,NA,NA,"05/23/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"OUTSIDE",NA,NA,NA,1014022,251201,40.856121627,-73.892378083,"(40.856121627, -73.892378083)"
"581",615125391,"05/21/2014",08:54:00,NA,NA,"05/21/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",47,"OUTSIDE",NA,NA,NA,1027540,261839,40.88526371,-73.843442967,"(40.88526371, -73.843442967)"
"582",848607983,"05/20/2014",02:21:00,NA,NA,"05/20/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",68,"INSIDE",NA,NA,NA,974201,164255,40.617520971,-74.036197904,"(40.617520971, -74.036197904)"
"583",333040501,"05/18/2014",15:40:00,NA,NA,"05/18/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1010699,183606,40.670601503,-73.904656402,"(40.670601503, -73.904656402)"
"584",114341986,"09/13/2012",01:00:00,NA,NA,"05/18/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"INSIDE",NA,NA,NA,1041274,198082,40.71019055,-73.794315457,"(40.71019055, -73.794315457)"
"585",571736482,"05/17/2014",18:00:00,NA,NA,"05/17/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",5,"INSIDE",NA,NA,NA,986472,200907,40.718127975,-73.991985729,"(40.718127975, -73.991985729)"
"586",516411929,"05/11/2014",21:32:00,NA,NA,"05/11/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1022311,259926,40.880037227,-73.862364508,"(40.880037227, -73.862364508)"
"587",946590183,"05/11/2014",04:38:00,NA,NA,"05/11/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE",NA,NA,NA,1025496,242275,40.831576256,-73.850955472,"(40.831576256, -73.850955472)"
"588",491362898,"05/10/2014",15:04:00,NA,NA,"05/10/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE",NA,NA,NA,1048464,189361,40.686204257,-73.768464333,"(40.686204257, -73.768464333)"
"589",851688903,"05/09/2014",20:45:00,NA,NA,"05/09/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",9,"OUTSIDE",NA,NA,NA,990324,202686,40.723009095,-73.97808829,"(40.723009095, -73.97808829)"
"590",353947826,"05/09/2014",04:42:00,NA,NA,"05/09/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1031192,262556,40.887212976,-73.830230499,"(40.887212976, -73.830230499)"
"591",272300788,"05/09/2014",04:42:00,NA,NA,"05/09/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1031192,262556,40.887212976,-73.830230499,"(40.887212976, -73.830230499)"
"592",870024974,"05/08/2014",22:04:00,NA,NA,"05/08/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",47,"OUTSIDE",NA,NA,"GUN HILL",1021171,258135,40.875126333,-73.866496863,"(40.875126333, -73.866496863)"
"593",750589424,"03/04/2006",15:00:00,NA,NA,"05/06/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"INSIDE",NA,NA,NA,1007519,189659,40.687224542,-73.916098962,"(40.687224542, -73.916098962)"
"594",440170373,"05/05/2014",19:28:00,NA,NA,"05/05/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE",NA,NA,NA,1041529,189746,40.687308587,-73.793466566,"(40.687308587, -73.793466566)"
"595",172790671,"05/02/2014",19:15:00,NA,NA,"05/02/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",42,"INSIDE",NA,NA,NA,1010535,243381,40.834669102,-73.905013949,"(40.834669102, -73.905013949)"
"596",219223198,"04/26/2014",21:42:00,NA,NA,"04/26/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",47,"OUTSIDE",NA,NA,"BOSTON SECOR",1030730,260713,40.882156972,-73.831914159,"(40.882156972, -73.831914159)"
"597",391193324,"04/26/2014",12:43:00,NA,NA,"04/26/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,1004204,178881,40.657649448,-73.928083963,"(40.657649448, -73.928083963)"
"598",410474676,"04/26/2014",09:00:00,NA,NA,"04/26/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"INSIDE",NA,NA,NA,1012901,254530,40.865262434,-73.896416174,"(40.865262434, -73.896416174)"
"599",933068965,"04/23/2014",00:55:00,NA,NA,"04/23/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"OUTSIDE",NA,NA,NA,1008427,245745,40.841163617,-73.912623215,"(40.841163617, -73.912623215)"
"600",170383692,"04/20/2014",22:56:00,NA,NA,"04/20/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",60,"INSIDE",NA,NA,NA,989221,149465,40.576929707,-73.982106796,"(40.576929707, -73.982106796)"
"601",574393801,"04/19/2014",11:00:00,NA,NA,"04/19/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",102,"INSIDE",NA,NA,NA,1028770,189638,40.687085525,-73.839473177,"(40.687085525, -73.839473177)"
"602",587884133,"04/19/2014",05:10:00,NA,NA,"04/19/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",106,"OUTSIDE",NA,NA,NA,1028607,187930,40.682398279,-73.840072158,"(40.682398279, -73.840072158)"
"603",950713871,"04/17/2014",06:45:00,NA,NA,"04/17/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"INSIDE",NA,NA,NA,1007786,191541,40.692389492,-73.915129649,"(40.692389492, -73.915129649)"
"604",736952459,"04/15/2014",12:00:00,NA,NA,"04/15/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",63,"INSIDE",NA,NA,NA,1005589,165313,40.620404967,-73.923135107,"(40.620404967, -73.923135107)"
"605",157448618,"04/15/2014",11:55:00,NA,NA,"04/15/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"OUTSIDE",NA,NA,NA,1016567,250354,40.853787918,-73.883182209,"(40.853787918, -73.883182209)"
"606",799710658,"04/14/2014",00:10:00,NA,NA,"04/14/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",88,"OUTSIDE",NA,NA,"WHITMAN",991148,192533,40.695140908,-73.975125947,"(40.695140908, -73.975125947)"
"607",957694396,"04/12/2014",13:44:00,NA,NA,"04/12/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",110,"OUTSIDE",NA,NA,NA,1014401,209700,40.742211498,-73.891194371,"(40.742211498, -73.891194371)"
"608",398731889,"04/12/2014",11:15:00,NA,NA,"04/12/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",114,"INSIDE",NA,NA,NA,1006733,216366,40.760530795,-73.918843874,"(40.760530795, -73.918843874)"
"609",753665778,"11/20/1989",12:00:00,NA,NA,"04/08/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",60,"INSIDE",NA,NA,NA,994098,149862,40.578015318,-73.964549958,"(40.578015318, -73.964549958)"
"610",354377166,"04/06/2014",22:59:00,NA,NA,"04/06/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,998387,174639,40.646017278,-73.949058268,"(40.646017278, -73.949058268)"
"611",846562375,"04/06/2014",20:39:00,NA,NA,"04/06/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1009835,184539,40.673164918,-73.90776746,"(40.673164918, -73.90776746)"
"612",460653212,"04/06/2014",17:54:00,NA,NA,"04/06/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE",NA,NA,NA,1005570,195317,40.702759347,-73.923108682,"(40.702759347, -73.923108682)"
"613",433283114,"04/06/2014",16:45:00,NA,NA,"04/06/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",47,"OUTSIDE",NA,NA,NA,1026323,261252,40.883658466,-73.847847932,"(40.883658466, -73.847847932)"
"614",541488860,"04/06/2014",12:28:00,NA,NA,"04/06/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",60,"INSIDE",NA,NA,"CONEY ISLAND I (SITE 1B)",987828,148671,40.574751004,-73.987121747,"(40.574751004, -73.987121747)"
"615",786573140,"04/02/2014",00:55:00,NA,NA,"04/02/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"OUTSIDE",NA,NA,NA,998271,235692,40.813592964,-73.94934907,"(40.813592964, -73.94934907)"
"616",733307388,"04/01/2014",20:45:00,NA,NA,"04/01/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",121,"OUTSIDE",NA,NA,NA,938414,170500,40.634549291,-74.165144778,"(40.634549291, -74.165144778)"
"617",629324789,"03/30/2014",16:09:00,NA,NA,"03/30/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",81,"INSIDE",NA,NA,"STUYVESANT GARDENS I",1003208,190086,40.688406843,-73.931642194,"(40.688406843, -73.931642194)"
"618",992277312,"03/30/2014",15:21:00,NA,NA,"03/30/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"OUTSIDE",NA,NA,NA,1038550,190314,40.68888639,-73.804203539,"(40.68888639, -73.804203539)"
"619",315600108,"03/29/2014",02:00:00,NA,NA,"03/29/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1018898,184248,40.672335358,-73.875096859,"(40.672335358, -73.875096859)"
"620",594815202,"03/29/2014",01:12:00,NA,NA,"03/29/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"INSIDE",NA,NA,NA,1008457,179885,40.660394601,-73.91275186,"(40.660394601, -73.91275186)"
"621",949821045,"03/28/2014",18:02:00,NA,NA,"03/28/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"INSIDE",NA,NA,NA,962430,160693,40.607722846,-74.078585479,"(40.607722846, -74.078585479)"
"622",710093372,"03/27/2014",18:30:00,NA,NA,"03/27/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",104,"INSIDE",NA,NA,NA,1012333,193797,40.698568426,-73.898723586,"(40.698568426, -73.898723586)"
"623",934352674,"03/27/2014",18:30:00,NA,NA,"03/27/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",104,"INSIDE",NA,NA,NA,1012333,193797,40.698568426,-73.898723586,"(40.698568426, -73.898723586)"
"624",683885716,"03/27/2014",14:00:00,NA,NA,"03/27/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"INSIDE",NA,NA,NA,1055631,185957,40.676806192,-73.742658402,"(40.676806192, -73.742658402)"
"625",757186599,"03/24/2014",09:30:00,NA,NA,"03/24/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",101,"OUTSIDE",NA,NA,NA,1047615,155511,40.593299676,-73.771843464,"(40.593299676, -73.771843464)"
"626",954376229,"03/23/2014",04:15:00,NA,NA,"03/23/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"OUTSIDE",NA,NA,NA,1003813,235345,40.812630012,-73.929329014,"(40.812630012, -73.929329014)"
"627",270310838,"03/20/2014",18:19:00,NA,NA,"03/20/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"OUTSIDE",NA,NA,NA,1000585,191052,40.69106352,-73.941097931,"(40.69106352, -73.941097931)"
"628",840102064,"03/20/2014",12:40:00,NA,NA,"03/20/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"INSIDE",NA,NA,NA,1026142,269205,40.905487755,-73.848452745,"(40.905487755, -73.848452745)"
"629",730206303,"03/18/2014",05:40:00,NA,NA,"03/18/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",24,"INSIDE",NA,NA,NA,993575,228739,40.794515091,-73.966323533,"(40.794515091, -73.966323533)"
"630",159801553,"03/16/2014",21:19:00,NA,NA,"03/16/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"INSIDE",NA,NA,NA,1005672,237203,40.817725389,-73.922607345,"(40.817725389, -73.922607345)"
"631",365645590,"03/15/2014",04:12:00,NA,NA,"03/15/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",88,"OUTSIDE",NA,NA,NA,995302,190524,40.689622454,-73.960149132,"(40.689622454, -73.960149132)"
"632",443273615,"03/14/2014",00:21:00,NA,NA,"03/14/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1009166,184323,40.672573954,-73.910180003,"(40.672573954, -73.910180003)"
"633",197896946,"03/13/2014",21:53:00,NA,NA,"03/13/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"INSIDE",NA,NA,NA,1017596,247157,40.845009279,-73.879478492,"(40.845009279, -73.879478492)"
"634",449317284,"03/13/2014",21:32:00,NA,NA,"03/13/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"OUTSIDE",NA,NA,NA,996652,234293,40.809755518,-73.955200467,"(40.809755518, -73.955200467)"
"635",804161051,"03/11/2014",05:00:00,NA,NA,"03/11/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",49,"OUTSIDE",NA,NA,NA,1021229,255054,40.866669697,-73.866304141,"(40.866669697, -73.866304141)"
"636",707300993,"03/11/2014",00:15:00,NA,NA,"03/11/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"OUTSIDE",NA,NA,NA,1044281,195363,40.702707668,-73.783493469,"(40.702707668, -73.783493469)"
"637",879675332,"03/09/2014",04:45:00,NA,NA,"03/09/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"INSIDE",NA,NA,NA,1013308,252448,40.859546646,-73.894953728,"(40.859546646, -73.894953728)"
"638",768866403,"03/03/2014",08:19:00,NA,NA,"03/03/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",63,"INSIDE",NA,NA,NA,1008339,167273,40.625777706,-73.9132222,"(40.625777706, -73.9132222)"
"639",802533662,"03/03/2014",06:26:00,NA,NA,"03/03/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",61,"INSIDE",NA,NA,NA,1000932,160944,40.608422957,-73.939921119,"(40.608422957, -73.939921119)"
"640",498567438,"03/02/2014",18:02:00,NA,NA,"03/02/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE",NA,NA,NA,1011539,251548,40.857082062,-73.901352508,"(40.857082062, -73.901352508)"
"641",581827325,"02/28/2014",14:04:00,NA,NA,"02/28/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",71,"INSIDE",NA,NA,NA,1000897,180695,40.662635312,-73.939998449,"(40.662635312, -73.939998449)"
"642",940380583,"02/23/2014",01:55:00,NA,NA,"02/23/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",73,"INSIDE",NA,NA,"BROWNSVILLE",1010165,181388,40.664515169,-73.906589923,"(40.664515169, -73.906589923)"
"643",518053738,"02/23/2014",01:49:00,NA,NA,"02/23/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",32,"INSIDE",NA,NA,NA,998762,235107,40.811986508,-73.947576544,"(40.811986508, -73.947576544)"
"644",601235116,"02/21/2014",10:00:00,NA,NA,"02/21/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","QUEENS",101,"INSIDE",NA,NA,NA,1043516,157081,40.597637353,-73.786588876,"(40.597637353, -73.786588876)"
"645",937374776,"02/12/2014",22:00:00,NA,NA,"02/12/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"INSIDE",NA,NA,NA,1023074,238719,40.821827039,-73.859728138,"(40.821827039, -73.859728138)"
"646",602202640,"02/06/2014",14:02:00,NA,NA,"02/06/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",61,"INSIDE",NA,NA,"NOSTRAND",1002138,157053,40.597740602,-73.935588009,"(40.597740602, -73.935588009)"
"647",123072029,"02/05/2014",19:47:00,NA,NA,"02/05/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",75,"OUTSIDE",NA,NA,"PINK",1022078,183185,40.669404648,-73.863639075,"(40.669404648, -73.863639075)"
"648",995711558,"02/05/2014",10:22:00,NA,NA,"02/05/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"INSIDE",NA,NA,NA,1014351,186040,40.677270619,-73.891480581,"(40.677270619, -73.891480581)"
"649",219331972,"02/04/2014",18:20:00,NA,NA,"02/04/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",69,"OUTSIDE",NA,NA,NA,1012225,171569,40.637557893,-73.899205311,"(40.637557893, -73.899205311)"
"650",242531175,"02/04/2014",15:37:00,NA,NA,"02/04/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",100,"INSIDE",NA,NA,NA,1028928,149876,40.577946639,-73.839166703,"(40.577946639, -73.839166703)"
"651",852690703,"02/03/2014",23:30:00,NA,NA,"02/03/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",101,"INSIDE",NA,NA,NA,1043793,154655,40.590976634,-73.785612803,"(40.590976634, -73.785612803)"
"652",590357953,"02/03/2014",02:35:00,NA,NA,"02/03/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",44,"OUTSIDE",NA,NA,"HIGHBRIDGE GARDENS",1003988,244111,40.836689799,-73.928671032,"(40.836689799, -73.928671032)"
"653",949779900,"01/31/2014",21:14:00,NA,NA,"01/31/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",42,"INSIDE",NA,NA,NA,1011057,240448,40.826617293,-73.903139291,"(40.826617293, -73.903139291)"
"654",273692496,"01/29/2014",21:30:00,NA,NA,"01/29/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"INSIDE",NA,NA,NA,1042144,189784,40.687408886,-73.791248699,"(40.687408886, -73.791248699)"
"655",820841606,"01/29/2014",17:10:00,NA,NA,"01/29/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,998590,177084,40.652727946,-73.948321553,"(40.652727946, -73.948321553)"
"656",882269446,"01/29/2014",00:10:00,NA,NA,"01/29/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",115,"INSIDE",NA,NA,NA,1016852,217934,40.764803027,-73.882309442,"(40.764803027, -73.882309442)"
"657",494685446,"01/29/2014",00:10:00,NA,NA,"01/29/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",115,"INSIDE",NA,NA,NA,1016852,217934,40.764803027,-73.882309442,"(40.764803027, -73.882309442)"
"658",163732192,"01/26/2014",15:30:00,NA,NA,"01/26/2014",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"INSIDE",NA,NA,NA,1007653,242703,40.832816295,-73.915431144,"(40.832816295, -73.915431144)"
